behavior,duration
walking,0.7
walking,3.1
walking,2.3
walking,1.0
walking,0.3
walking,3.3
walking,0.2
walking,2.4
walking,2.3
walking,0.9
walking,0.4
walking,0.6
walking,2.5
walking,2.1
walking,0.2
walking,0.5
walking,1.9
walking,4.8
walking,0.4
walking,1.2
walking,1.4
walking,1.9
walking,2.4
walking,2.6
walking,1.6
walking,1.6
walking,1.0
walking,0.7
walking,0.8
walking,0.9
walking,0.9
walking,0.4
walking,0.9
walking,0.8
walking,0.6
walking,1.8
walking,0.2
walking,0.2
walking,0.2
walking,1.0
walking,0.3
walking,2.7
walking,7.1
walking,1.0
walking,0.9
walking,6.6
walking,0.7
walking,2.0
walking,0.4
walking,3.5
walking,2.8
walking,0.7
walking,1.1
walking,1.1
walking,0.4
walking,1.7
walking,3.4
walking,0.2
walking,0.5
walking,0.2
walking,0.6
walking,0.3
walking,3.4
walking,0.5
walking,1.3
walking,0.2
walking,2.0
walking,0.5
walking,0.9
walking,1.0
walking,0.2
walking,0.5
walking,0.4
walking,0.7
walking,0.2
walking,0.4
walking,0.2
walking,1.0
walking,0.8
walking,0.5
walking,1.6
walking,2.7
walking,2.5
walking,0.3
walking,1.4
walking,0.8
walking,0.9
walking,0.2
walking,0.2
walking,0.6
walking,1.0
walking,2.4
walking,1.3
walking,0.3
walking,0.7
walking,0.3
walking,0.6
walking,0.2
walking,0.3
walking,0.2
walking,1.5
walking,1.2
walking,1.2
walking,0.8
walking,0.3
walking,0.2
walking,0.4
walking,0.8
walking,0.8
walking,3.7
walking,0.7
walking,4.6
walking,0.8
walking,0.6
walking,2.8
walking,0.3
walking,0.6
walking,0.8
walking,0.9
walking,0.2
walking,3.1
walking,0.2
walking,1.1
walking,0.9
walking,1.6
walking,0.5
walking,0.2
walking,0.5
walking,1.5
walking,0.8
walking,2.1
walking,0.6
walking,0.3
walking,0.6
walking,0.5
walking,0.4
walking,0.3
walking,0.4
walking,0.7
walking,0.6
walking,1.8
walking,0.5
walking,0.7
walking,0.5
walking,0.7
walking,3.5
walking,0.6
walking,2.2
walking,0.9
walking,1.3
walking,1.4
walking,0.9
walking,0.8
walking,1.7
walking,0.2
walking,0.9
walking,1.2
walking,1.6
walking,1.1
walking,3.0
walking,1.0
walking,0.4
walking,0.6
walking,0.9
walking,2.0
walking,0.2
walking,0.4
walking,0.8
walking,0.6
walking,1.5
walking,1.3
walking,0.4
walking,3.5
walking,1.8
walking,0.2
walking,0.3
walking,0.6
walking,0.3
walking,0.5
walking,0.7
walking,0.4
walking,0.4
walking,0.7
walking,0.4
walking,0.7
walking,2.3
walking,0.8
walking,2.6
walking,1.0
walking,2.5
walking,1.6
walking,0.4
walking,0.3
walking,0.8
walking,2.1
walking,2.0
walking,1.2
walking,0.2
walking,0.8
walking,1.4
walking,0.7
walking,0.9
walking,1.3
walking,0.8
walking,0.3
walking,0.3
walking,0.2
walking,1.3
walking,3.3
walking,1.8
walking,1.6
walking,1.7
walking,1.8
walking,1.2
walking,0.7
walking,0.5
walking,0.3
walking,0.2
walking,1.7
walking,0.9
walking,0.3
walking,1.0
walking,0.2
walking,0.3
walking,0.6
walking,0.4
walking,0.5
walking,1.0
walking,0.2
walking,2.8
walking,0.6
walking,0.3
walking,0.2
walking,0.3
walking,1.6
walking,2.5
walking,3.1
walking,0.6
walking,0.2
walking,0.2
walking,3.0
walking,3.3
walking,1.0
walking,0.2
walking,0.9
walking,1.1
walking,0.5
walking,0.8
walking,1.2
walking,1.2
walking,0.5
walking,0.2
walking,0.4
walking,0.2
walking,0.7
walking,1.5
walking,1.3
walking,1.2
walking,0.4
walking,0.7
walking,1.5
walking,1.0
walking,1.0
walking,0.2
walking,0.2
walking,0.6
walking,1.7
walking,0.2
walking,0.4
walking,0.2
walking,1.6
walking,0.6
walking,2.2
walking,0.2
walking,0.2
walking,2.1
walking,0.6
walking,0.9
walking,0.4
walking,0.8
walking,0.2
walking,0.6
walking,1.3
walking,0.3
walking,1.5
walking,0.3
walking,1.0
walking,0.3
walking,0.2
walking,0.3
walking,1.3
walking,1.1
walking,1.4
walking,0.4
walking,1.1
walking,0.5
walking,0.5
walking,1.2
walking,0.5
walking,0.9
walking,0.9
walking,0.3
walking,0.4
walking,0.3
walking,0.5
walking,0.4
walking,0.3
walking,0.4
walking,0.4
walking,0.8
walking,0.3
walking,0.8
walking,1.7
walking,0.6
walking,2.1
walking,1.0
walking,0.2
walking,0.5
walking,0.7
walking,0.3
walking,1.2
walking,0.7
walking,0.9
walking,0.5
walking,0.5
walking,1.6
walking,0.2
walking,1.1
walking,1.0
walking,0.8
walking,0.4
walking,1.1
walking,0.7
walking,0.3
walking,2.1
walking,1.2
walking,1.5
walking,3.0
walking,0.6
walking,1.1
walking,1.9
walking,0.2
walking,0.4
walking,0.9
walking,0.5
walking,0.4
walking,0.9
walking,1.6
walking,1.1
walking,0.2
walking,0.6
walking,1.0
walking,0.3
walking,0.5
walking,0.6
walking,0.8
walking,0.2
walking,0.4
walking,0.4
walking,0.3
walking,0.5
walking,0.3
walking,0.3
walking,1.7
walking,2.8
walking,0.2
walking,0.2
walking,0.7
walking,0.2
walking,0.6
walking,1.1
walking,1.1
walking,0.9
walking,0.5
walking,0.3
walking,1.1
walking,0.3
walking,0.4
walking,0.7
walking,0.8
walking,0.3
walking,3.7
walking,1.0
walking,3.1
walking,0.3
walking,0.9
walking,1.1
walking,0.4
walking,1.6
walking,1.4
walking,0.6
walking,1.3
walking,0.9
walking,1.5
walking,1.2
walking,0.8
walking,0.6
walking,1.5
walking,0.7
walking,0.8
walking,1.0
walking,1.9
walking,0.5
walking,0.5
walking,0.5
walking,0.5
walking,0.3
walking,0.8
walking,0.6
walking,1.0
walking,2.0
walking,0.6
walking,0.3
walking,0.5
walking,1.7
walking,0.7
walking,1.1
walking,0.5
walking,3.0
walking,0.2
walking,0.2
walking,0.6
walking,0.2
walking,2.6
walking,3.3
walking,0.2
walking,0.3
walking,5.4
walking,2.6
walking,1.7
walking,0.3
walking,0.6
walking,0.2
walking,1.8
walking,0.5
walking,1.4
walking,0.2
walking,1.4
walking,0.7
walking,0.2
walking,2.3
walking,0.3
walking,0.2
walking,0.3
walking,1.1
walking,1.1
walking,0.9
walking,0.9
walking,2.1
walking,0.8
walking,1.3
walking,1.8
walking,1.7
walking,0.2
walking,0.3
walking,0.4
walking,1.7
walking,0.3
walking,0.7
walking,0.2
walking,0.6
walking,2.9
walking,1.7
walking,0.8
walking,0.4
walking,1.1
walking,0.3
walking,1.2
walking,0.2
walking,0.8
walking,0.6
walking,1.2
walking,0.8
walking,1.8
walking,0.5
walking,0.6
walking,1.7
walking,0.9
walking,0.8
walking,0.5
walking,1.2
walking,0.6
walking,0.5
walking,0.6
walking,1.0
walking,0.5
walking,2.9
walking,0.2
walking,0.4
walking,0.9
walking,0.5
walking,0.2
walking,0.4
walking,0.8
walking,0.4
walking,0.2
walking,0.5
walking,0.5
walking,0.5
walking,0.8
walking,0.2
walking,0.2
walking,0.4
walking,0.3
walking,0.4
walking,1.2
walking,0.2
walking,1.1
walking,1.5
walking,2.1
walking,2.0
walking,1.4
walking,1.1
walking,4.0
walking,0.2
walking,0.2
walking,1.6
walking,0.7
walking,0.4
walking,3.2
walking,1.3
walking,1.2
walking,0.7
walking,0.2
walking,0.4
walking,0.7
walking,0.2
walking,0.2
walking,0.5
walking,0.2
walking,0.7
walking,0.8
walking,2.6
walking,1.0
walking,1.1
walking,0.4
walking,0.8
walking,1.4
walking,2.1
walking,0.9
walking,0.4
walking,0.6
walking,0.4
walking,1.3
walking,0.7
walking,1.3
walking,0.2
walking,1.4
walking,0.4
walking,0.9
walking,0.4
walking,0.7
walking,0.4
walking,0.8
walking,0.7
walking,0.4
walking,1.4
walking,1.1
walking,1.6
walking,0.4
walking,0.4
walking,0.6
walking,0.4
walking,0.5
walking,0.3
walking,0.8
walking,2.0
walking,0.3
walking,1.1
walking,1.1
walking,1.5
walking,1.3
walking,0.9
walking,0.6
walking,1.4
walking,0.5
walking,0.9
walking,0.5
walking,0.3
walking,0.3
walking,0.4
walking,0.6
walking,0.6
walking,0.3
walking,0.6
walking,1.7
walking,1.0
walking,0.5
walking,0.6
walking,0.9
walking,0.7
walking,1.0
walking,2.1
walking,0.4
walking,3.2
walking,0.3
walking,1.9
walking,1.5
walking,1.7
walking,2.4
walking,1.2
walking,0.6
walking,0.3
walking,2.2
walking,0.5
walking,2.1
walking,0.7
walking,0.7
walking,0.4
walking,0.5
walking,0.6
walking,1.2
walking,0.2
walking,1.4
walking,0.2
walking,5.0
walking,0.3
walking,0.5
walking,1.0
walking,1.0
walking,0.2
walking,1.7
walking,0.7
walking,1.0
walking,1.0
walking,0.7
walking,0.2
walking,1.7
walking,1.9
walking,0.9
walking,1.2
walking,0.6
walking,0.5
walking,0.4
walking,1.1
walking,2.3
walking,1.7
walking,1.2
walking,0.8
walking,1.0
walking,1.0
walking,1.2
walking,1.1
walking,1.0
walking,0.3
walking,2.6
walking,0.6
walking,0.2
walking,2.0
walking,2.7
walking,2.9
walking,0.5
walking,0.6
walking,0.2
walking,1.7
walking,1.2
walking,0.8
walking,0.3
walking,0.3
walking,0.2
walking,1.3
walking,3.6
walking,0.4
walking,1.5
walking,0.3
walking,1.0
walking,0.7
walking,0.5
walking,1.7
walking,0.2
walking,0.4
walking,3.6
walking,0.4
walking,1.1
walking,0.8
walking,0.8
walking,0.8
walking,2.9
walking,1.4
rearing,1.1
rearing,1.5
rearing,1.5
rearing,0.3
rearing,1.3
rearing,2.2
rearing,2.3
rearing,0.3
rearing,0.5
rearing,0.8
rearing,0.3
rearing,0.5
rearing,0.3
rearing,2.2
rearing,0.2
rearing,0.5
rearing,1.5
rearing,0.8
rearing,1.2
rearing,2.0
rearing,0.7
rearing,0.5
rearing,0.4
rearing,0.4
rearing,0.2
rearing,0.3
rearing,0.9
rearing,0.2
rearing,1.4
rearing,0.8
rearing,0.3
rearing,0.4
rearing,0.6
rearing,0.6
rearing,0.7
rearing,1.2
rearing,0.4
rearing,1.2
rearing,1.9
rearing,1.7
rearing,2.5
rearing,0.2
rearing,3.5
rearing,0.4
rearing,1.3
rearing,2.2
rearing,0.8
rearing,0.5
rearing,1.7
rearing,0.9
rearing,0.6
rearing,4.0
rearing,0.3
rearing,0.2
rearing,0.3
rearing,1.2
rearing,1.8
rearing,1.9
rearing,0.5
rearing,0.9
rearing,0.4
rearing,0.9
rearing,1.6
rearing,2.7
rearing,0.3
rearing,0.3
rearing,2.6
rearing,0.2
rearing,0.5
rearing,0.5
rearing,0.6
rearing,0.3
rearing,0.3
rearing,0.6
rearing,1.9
rearing,0.5
rearing,0.9
rearing,2.0
rearing,2.0
rearing,0.2
rearing,0.3
rearing,0.4
rearing,0.2
rearing,0.2
rearing,0.7
rearing,0.5
rearing,0.3
rearing,0.8
rearing,1.0
rearing,1.3
rearing,0.7
rearing,0.2
rearing,0.2
rearing,1.3
rearing,0.3
rearing,2.4
rearing,0.9
rearing,0.8
rearing,0.2
rearing,0.2
rearing,0.5
rearing,1.2
rearing,0.2
rearing,2.4
rearing,1.4
rearing,2.7
rearing,0.5
rearing,1.2
rearing,0.3
rearing,1.2
rearing,0.4
rearing,2.0
rearing,0.2
rearing,0.5
rearing,0.6
rearing,0.4
rearing,0.8
rearing,7.7
rearing,0.2
rearing,0.6
rearing,0.2
rearing,0.2
rearing,1.9
rearing,0.6
rearing,0.7
rearing,1.0
rearing,1.1
rearing,1.7
rearing,0.2
rearing,0.3
rearing,1.2
rearing,0.2
rearing,1.4
rearing,0.9
rearing,1.7
rearing,1.5
rearing,1.0
rearing,0.2
rearing,1.1
rearing,2.3
rearing,1.0
rearing,0.2
rearing,0.9
rearing,0.4
rearing,0.6
rearing,1.8
rearing,0.7
rearing,0.4
rearing,0.2
rearing,0.9
rearing,0.2
rearing,0.6
rearing,2.0
rearing,0.3
rearing,0.6
rearing,0.5
rearing,0.6
rearing,0.2
rearing,0.4
rearing,3.3
rearing,0.4
rearing,0.2
rearing,2.7
rearing,0.5
rearing,0.4
rearing,0.8
rearing,1.0
rearing,3.1
rearing,0.4
rearing,1.4
rearing,0.5
rearing,1.1
rearing,0.3
rearing,0.7
rearing,0.5
rearing,0.5
rearing,0.2
rearing,0.9
rearing,0.2
rearing,0.2
rearing,0.5
rearing,0.2
rearing,0.3
rearing,2.5
rearing,0.2
rearing,2.1
rearing,0.7
rearing,0.5
rearing,0.5
rearing,1.6
rearing,0.2
rearing,2.7
rearing,2.1
rearing,0.7
rearing,0.4
rearing,0.4
rearing,0.3
rearing,0.2
rearing,1.6
rearing,1.3
rearing,2.4
rearing,0.7
rearing,0.4
rearing,0.4
rearing,0.2
rearing,0.2
rearing,0.6
rearing,0.4
rearing,0.6
rearing,0.6
rearing,0.2
rearing,0.2
rearing,0.2
rearing,1.9
rearing,0.2
rearing,1.3
rearing,2.6
rearing,3.0
rearing,2.0
rearing,0.2
rearing,1.2
rearing,1.6
rearing,1.1
rearing,1.2
rearing,0.2
rearing,2.1
rearing,0.2
rearing,2.4
rearing,0.2
rearing,1.9
rearing,1.0
rearing,0.2
rearing,0.8
rearing,0.9
rearing,0.6
rearing,0.3
rearing,1.5
rearing,0.2
rearing,1.4
rearing,1.7
rearing,0.3
rearing,0.3
rearing,0.2
rearing,1.2
rearing,0.8
rearing,0.3
rearing,0.5
rearing,2.4
rearing,0.3
rearing,0.4
rearing,0.2
rearing,0.2
rearing,0.6
rearing,0.8
rearing,4.1
rearing,0.4
rearing,1.7
rearing,1.6
rearing,1.0
rearing,1.3
rearing,0.7
rearing,2.2
rearing,0.4
rearing,0.3
rearing,0.7
rearing,0.9
rearing,1.5
rearing,1.0
rearing,0.6
rearing,0.3
rearing,0.4
rearing,0.4
rearing,1.0
rearing,2.0
rearing,2.1
rearing,0.6
rearing,0.6
rearing,1.0
rearing,1.8
rearing,0.2
rearing,2.8
rearing,0.4
rearing,0.6
rearing,0.5
rearing,0.5
rearing,0.4
rearing,0.2
rearing,1.5
rearing,0.3
rearing,0.8
rearing,0.2
rearing,0.4
rearing,2.8
rearing,0.4
rearing,2.3
rearing,1.3
rearing,1.8
rearing,2.5
rearing,0.4
rearing,0.3
rearing,1.1
rearing,0.5
rearing,0.4
rearing,0.4
rearing,0.3
rearing,0.6
rearing,0.6
rearing,2.7
rearing,0.4
rearing,0.9
rearing,1.0
rearing,2.4
rearing,0.6
rearing,0.8
rearing,0.5
rearing,0.3
rearing,0.4
rearing,0.8
rearing,0.8
rearing,0.3
rearing,0.6
rearing,0.7
rearing,0.4
rearing,0.4
rearing,0.4
rearing,0.6
rearing,0.8
rearing,0.8
rearing,0.4
rearing,0.7
rearing,0.2
rearing,1.4
rearing,1.9
rearing,5.1
rearing,1.9
rearing,2.7
rearing,0.2
rearing,1.0
rearing,0.5
rearing,0.8
rearing,1.5
rearing,0.3
rearing,2.4
rearing,0.2
rearing,0.3
rearing,0.2
rearing,0.2
rearing,0.2
rearing,0.2
rearing,1.0
rearing,2.3
rearing,0.4
rearing,0.9
rearing,0.2
rearing,0.4
rearing,0.4
rearing,1.1
rearing,4.4
rearing,0.2
rearing,0.9
rearing,0.2
rearing,3.0
rearing,0.4
rearing,0.4
rearing,2.2
rearing,2.9
rearing,1.0
rearing,0.4
rearing,0.2
rearing,1.0
rearing,0.7
rearing,0.2
rearing,1.0
rearing,1.8
rearing,0.6
rearing,0.9
rearing,1.2
rearing,1.1
rearing,1.2
rearing,1.7
rearing,0.2
rearing,0.5
rearing,0.5
rearing,1.4
rearing,1.0
rearing,1.0
rearing,0.8
rearing,1.3
rearing,0.9
rearing,3.4
rearing,1.1
rearing,1.1
rearing,2.3
rearing,0.4
rearing,0.2
rearing,0.5
rearing,1.3
rearing,0.5
rearing,0.7
rearing,4.1
rearing,0.4
rearing,2.9
rearing,0.4
rearing,1.7
rearing,0.4
rearing,2.9
rearing,1.5
rearing,0.3
rearing,0.6
rearing,0.4
rearing,3.6
rearing,2.3
rearing,1.3
rearing,3.1
rearing,2.8
rearing,0.8
rearing,2.2
rearing,2.2
rearing,0.7
rearing,0.6
rearing,0.3
rearing,0.7
rearing,0.2
rearing,0.2
rearing,0.2
rearing,3.9
rearing,0.3
rearing,0.3
rearing,0.4
rearing,0.7
rearing,0.2
rearing,1.0
rearing,0.2
rearing,0.3
rearing,0.2
rearing,0.2
rearing,0.2
rearing,0.5
rearing,0.9
rearing,0.6
rearing,0.6
rearing,2.4
rearing,0.2
rearing,2.0
rearing,0.7
rearing,2.9
rearing,0.4
rearing,2.1
rearing,1.3
rearing,1.3
rearing,0.6
rearing,1.0
rearing,0.8
rearing,1.5
rearing,0.7
rearing,3.3
rearing,1.8
rearing,0.6
rearing,2.1
rearing,0.8
rearing,0.3
rearing,0.8
rearing,0.9
rearing,1.3
rearing,1.2
rearing,4.4
rearing,0.2
rearing,0.2
rearing,0.6
rearing,0.3
rearing,0.8
rearing,0.8
rearing,0.7
rearing,0.3
rearing,2.1
rearing,0.5
rearing,0.6
rearing,0.3
rearing,0.7
rearing,0.2
rearing,0.3
rearing,0.4
rearing,1.2
rearing,0.6
rearing,1.6
rearing,0.3
rearing,1.2
rearing,0.3
rearing,0.5
rearing,2.4
rearing,2.0
rearing,1.8
rearing,2.4
rearing,0.2
rearing,3.0
rearing,0.6
rearing,1.1
rearing,1.5
rearing,2.3
rearing,0.5
rearing,0.5
rearing,2.5
rearing,2.1
rearing,0.2
rearing,0.6
rearing,0.3
rearing,0.2
rearing,0.9
rearing,0.3
rearing,0.7
rearing,0.5
rearing,1.9
rearing,1.5
rearing,0.2
rearing,0.2
rearing,0.5
rearing,0.6
rearing,1.0
rearing,1.6
rearing,0.2
rearing,1.4
rearing,0.6
rearing,0.4
rearing,1.0
rearing,2.1
rearing,1.1
rearing,0.6
rearing,7.4
rearing,2.0
rearing,1.9
rearing,2.6
rearing,0.7
rearing,0.2
rearing,0.2
rearing,1.1
rearing,1.4
rearing,2.4
rearing,1.1
rearing,0.3
rearing,0.2
rearing,1.4
rearing,1.2
rearing,1.4
rearing,0.5
rearing,0.6
rearing,0.3
rearing,0.3
rearing,0.5
rearing,0.2
rearing,2.7
rearing,0.5
rearing,0.2
rearing,3.9
rearing,0.7
rearing,5.6
rearing,5.6
rearing,1.0
rearing,0.4
rearing,0.6
rearing,0.2
rearing,0.2
rearing,0.2
rearing,3.2
rearing,1.6
rearing,0.6
rearing,0.3
rearing,1.4
rearing,3.3
rearing,0.2
rearing,1.1
rearing,0.3
rearing,1.2
rearing,1.1
rearing,0.9
rearing,0.2
rearing,0.2
rearing,0.7
rearing,0.6
rearing,0.5
rearing,1.3
grooming,0.2
grooming,0.3
grooming,0.2
grooming,0.4
grooming,0.2
grooming,0.6
grooming,0.2
grooming,0.2
grooming,0.2
grooming,0.2
grooming,0.2
grooming,0.3
grooming,0.3
grooming,0.2
grooming,0.3
grooming,0.3
grooming,0.6
grooming,0.3
grooming,0.3
grooming,0.3
grooming,0.6
grooming,0.2
grooming,1.8
grooming,0.2
grooming,1.7
grooming,11.3
grooming,0.6
grooming,0.3
grooming,0.2
grooming,0.5
grooming,0.2
grooming,0.2
grooming,0.2
grooming,1.1
grooming,0.6
grooming,0.6
grooming,0.3
grooming,0.2
grooming,0.7
grooming,0.2
grooming,2.6
grooming,1.1
grooming,0.2
grooming,0.5
grooming,0.2
grooming,0.2
grooming,0.2
grooming,0.4
grooming,0.3
grooming,0.3
grooming,0.2
grooming,0.4
grooming,0.8
grooming,0.2
grooming,0.2
grooming,1.1
grooming,1.4
grooming,0.2
grooming,0.3
grooming,0.9
grooming,0.2
grooming,1.9
grooming,0.2
grooming,1.0
grooming,1.0
grooming,0.9
grooming,0.4
grooming,0.3
grooming,1.2
grooming,0.8
grooming,0.7
grooming,3.1
grooming,0.2
grooming,0.4
grooming,12.4
grooming,2.8
grooming,0.5
grooming,0.4
grooming,0.3
grooming,0.3
grooming,0.6
grooming,0.2
grooming,0.2
grooming,0.2
grooming,0.2
grooming,0.6
grooming,1.6
grooming,0.4
grooming,0.3
grooming,0.6
grooming,0.5
grooming,0.9
grooming,0.6
grooming,0.2
grooming,0.4
grooming,0.9
grooming,1.8
grooming,0.3
grooming,2.7
grooming,0.2
grooming,0.3
grooming,0.4
grooming,0.2
grooming,0.3
grooming,0.4
grooming,0.3
grooming,0.5
grooming,0.2
grooming,2.1
grooming,0.2
grooming,0.2
grooming,0.4
grooming,0.2
grooming,0.7
grooming,0.2
grooming,0.9
grooming,0.2
grooming,0.7
grooming,0.2
grooming,0.2
grooming,0.2
grooming,0.3
grooming,0.2
grooming,0.3
grooming,0.2
grooming,0.2
grooming,0.2
grooming,0.4
grooming,0.6
grooming,0.2
grooming,0.4
grooming,0.4
grooming,0.2
grooming,0.3
grooming,0.2
grooming,0.6
grooming,0.2
grooming,0.4
grooming,1.4
grooming,0.4
grooming,0.6
grooming,0.3
grooming,0.3
grooming,0.2
grooming,0.9
grooming,0.3
grooming,0.4
grooming,0.3
grooming,0.8
grooming,0.4
grooming,0.4
grooming,0.6
grooming,0.2
grooming,0.4
grooming,0.4
grooming,1.9
grooming,0.5
grooming,0.3
grooming,0.3
grooming,0.2
grooming,0.5
grooming,0.3
grooming,0.4
grooming,0.3
grooming,0.2
grooming,0.9
grooming,0.4
grooming,0.4
grooming,0.5
grooming,0.2
grooming,0.2
grooming,0.9
grooming,0.5
grooming,0.2
grooming,3.4
grooming,0.3
grooming,0.4
grooming,1.2
grooming,0.2
grooming,0.3
grooming,1.4
grooming,0.3
grooming,0.8
grooming,0.7
grooming,0.5
grooming,0.4
grooming,0.2
grooming,0.3
grooming,0.2
grooming,0.2
grooming,0.2
grooming,0.3
grooming,1.6
grooming,0.3
grooming,0.3
grooming,0.5
grooming,0.3
grooming,0.3
grooming,0.3
grooming,0.2
grooming,0.5
grooming,1.3
grooming,0.4
grooming,0.8
grooming,2.2
grooming,0.3
grooming,15.7
grooming,0.3
grooming,0.6
grooming,0.6
grooming,0.7
grooming,0.4
grooming,0.5
grooming,1.6
grooming,0.2
grooming,0.9
grooming,1.3
grooming,1.3
grooming,0.3
grooming,0.7
grooming,0.3
grooming,2.3
grooming,0.9
grooming,0.2
grooming,0.2
grooming,1.0
grooming,0.6
grooming,0.2
grooming,0.4
grooming,0.8
grooming,0.7
grooming,0.2
grooming,0.2
grooming,1.6
grooming,0.2
grooming,1.0
grooming,0.3
grooming,0.7
grooming,1.9
grooming,0.3
grooming,0.3
grooming,0.4
grooming,0.4
grooming,1.0
grooming,0.3
grooming,0.5
grooming,0.3
grooming,0.2
grooming,0.5
grooming,1.0
grooming,0.2
grooming,0.4
grooming,0.3
grooming,0.2
grooming,0.8
grooming,1.3
grooming,1.4
grooming,0.2
grooming,0.6
grooming,1.9
grooming,0.8
grooming,0.4
grooming,0.6
grooming,1.1
grooming,0.3
grooming,0.4
grooming,0.4
grooming,0.2
grooming,1.4
grooming,0.3
grooming,0.4
grooming,1.6
grooming,4.3
grooming,2.1
grooming,0.2
grooming,0.6
grooming,0.8
grooming,5.0
grooming,0.2
grooming,1.1
grooming,0.4
grooming,0.3
grooming,0.4
grooming,2.3
grooming,0.3
grooming,1.6
grooming,0.3
grooming,1.3
grooming,0.3
grooming,0.9
grooming,0.8
grooming,0.4
grooming,0.9
grooming,3.3
grooming,0.4
grooming,5.7
grooming,0.2
grooming,0.5
grooming,0.6
grooming,1.5
grooming,0.2
grooming,0.7
grooming,0.3
grooming,6.5
grooming,3.1
grooming,9.7
grooming,0.2
grooming,0.9
grooming,1.6
grooming,2.3
grooming,1.0
grooming,0.6
grooming,0.4
grooming,0.3
grooming,0.3
grooming,1.6
grooming,0.3
grooming,0.3
grooming,0.3
grooming,0.8
grooming,1.1
grooming,0.5
grooming,0.2
grooming,0.6
grooming,0.4
grooming,0.5
grooming,0.3
grooming,2.9
grooming,0.3
grooming,0.4
grooming,0.2
grooming,0.3
grooming,0.6
grooming,0.4
grooming,0.6
grooming,0.2
grooming,0.2
grooming,0.3
grooming,0.2
grooming,0.5
grooming,1.7
grooming,0.3
grooming,0.1
licking hindpaw L,
licking hindpaw R,0.6
licking hindpaw R,0.7
licking hindpaw R,0.8
licking hindpaw R,0.7
licking hindpaw R,0.5
still,0.3
still,0.3
still,0.3
still,0.2
still,1.1
still,0.3
still,0.2
still,0.4
still,0.2
still,0.2
still,0.2
still,0.2
still,0.9
still,0.2
still,1.9
still,0.2
still,0.2
still,0.4
still,0.2
still,0.8
still,0.6
still,0.8
still,0.3
still,0.2
still,1.4
still,0.2
still,0.2
still,1.2
still,0.3
still,0.7
still,0.6
still,0.3
still,0.6
still,1.2
still,1.5
still,0.2
still,0.9
still,0.8
still,0.3
still,2.8
still,0.6
still,0.6
still,1.1
still,0.6
still,0.4
still,0.5
still,0.4
still,0.6
still,1.0
still,0.3
still,0.7
still,0.4
still,0.2
still,0.2
still,0.8
still,0.4
still,0.9
still,0.8
still,1.1
still,0.3
still,0.3
still,0.2
still,0.9
still,0.4
still,0.6
still,0.4
still,1.9
still,0.6
still,0.3
still,0.2
still,0.2
still,0.4
still,0.2
still,0.6
still,0.4
still,0.2
still,0.4
still,0.2
still,1.4
still,1.6
still,1.7
still,0.7
still,0.2
still,0.2
still,0.3
still,0.3
still,0.4
still,0.2
still,0.4
still,0.7
still,0.6
still,0.3
still,0.2
still,0.3
still,0.8
still,0.5
still,0.5
still,0.6
still,0.4
still,0.3
still,0.2
still,0.2
still,0.7
still,0.5
still,0.4
still,0.3
still,0.6
still,0.3
still,0.5
still,0.6
still,0.2
still,0.6
still,1.5
still,1.9
still,0.4
still,0.2
still,0.4
still,0.8
still,0.5
still,0.4
still,0.4
still,0.5
still,0.3
still,0.8
still,0.2
still,0.4
still,0.8
still,0.3
still,0.3
still,0.7
still,0.2
still,0.7
still,1.6
still,0.6
still,1.0
still,0.9
still,0.3
still,0.2
still,0.2
still,0.2
still,0.8
still,0.4
still,0.2
still,0.4
still,0.5
still,0.2
still,1.4
still,0.4
still,0.2
still,1.3
still,0.2
still,0.7
still,0.5
still,0.3
still,0.3
still,0.2
still,0.6
still,0.2
still,0.3
still,0.4
still,0.2
still,0.4
still,0.5
still,2.1
still,1.7
still,0.2
still,0.7
still,0.3
still,0.6
still,0.2
still,0.2
still,0.5
still,0.6
still,0.3
still,0.7
still,0.4
still,0.3
still,0.2
still,2.3
still,0.2
still,0.4
still,0.2
still,0.3
still,0.2
still,0.3
still,0.2
still,0.8
still,0.2
still,1.2
still,0.2
still,0.5
still,0.7
still,2.1
still,0.3
still,0.2
still,0.2
still,0.5
still,0.2
still,1.4
still,0.2
still,1.2
still,1.7
still,2.7
still,1.0
still,0.2
still,0.2
still,1.1
still,0.3
still,1.0
still,0.6
still,0.2
still,0.2
still,0.3
still,0.2
still,1.0
still,0.2
still,0.5
still,0.2
still,0.4
still,0.5
still,0.5
still,0.5
still,0.8
still,1.3
still,0.3
still,0.4
still,0.3
still,6.8
still,1.6
still,1.4
still,0.4
still,0.2
still,0.2
still,0.2
still,0.3
still,0.3
still,0.5
still,0.8
still,0.2
still,1.1
still,0.4
still,0.9
still,0.6
still,0.5
still,0.2
still,0.2
still,0.9
still,0.5
still,0.4
still,0.8
still,0.3
still,0.2
still,0.4
still,0.2
still,0.6
